Distance_(mm),Gray_Value
1.6048,56.8321
1.6109,56.7900
1.6170,56.7851
1.6230,56.7631
1.6291,56.8101
1.6352,56.8913
1.6413,56.9783
1.6473,57.0420
1.6534,57.0424
1.6595,56.9654
1.6656,56.9574
1.6717,56.9438
1.6777,56.9945
1.6838,57.0471
1.6899,57.1802
1.6960,57.3429
1.7021,57.5710
1.7081,57.8460
1.7142,58.1102
1.7203,58.4803
1.7264,58.8686
1.7325,59.1225
1.7385,59.2681
1.7446,59.2921
1.7507,59.3514
1.7568,59.3412
1.7628,59.2464
1.7689,59.1255
1.7750,58.9949
1.7811,58.8802
1.7872,58.6756
1.7932,58.4438
1.7993,58.3223
1.8054,58.0916
1.8115,57.7176
1.8176,57.3207
1.8236,57.0453
1.8297,56.7257
1.8358,56.4340
1.8419,56.1044
1.8479,55.7439
1.8540,55.4974
1.8601,55.1170
1.8662,54.7691
1.8723,54.3941
1.8783,53.9714
1.8844,53.6394
1.8905,53.3610
1.8966,53.0925
1.9027,52.9919
1.9087,52.8846
1.9148,52.7827
1.9209,52.6931
1.9270,52.7257
1.9331,52.8430
1.9391,52.9078
1.9452,53.0172
1.9513,53.1746
1.9574,53.3197
1.9634,53.4036
1.9695,53.4392
1.9756,53.4846
1.9817,53.4804
1.9878,53.4289
1.9938,53.3915
1.9999,53.3847
2.0060,53.2874
2.0121,53.1728
2.0182,53.0348
2.0242,53.0237
2.0303,53.1810
2.0364,53.3013
2.0425,53.2400
2.0485,53.1037
2.0546,52.9035
2.0607,52.5619
2.0668,52.0740
2.0729,51.5516
2.0789,51.0046
2.0850,50.4671
2.0911,49.9990
2.0972,49.5667
2.1033,49.2558
2.1093,48.9674
2.1154,48.5106
2.1215,48.0310
2.1276,47.6892
2.1336,47.4855
2.1397,47.2993
2.1458,47.0714
2.1519,46.8779
2.1580,46.7851
2.1640,46.6631
2.1701,46.5185
2.1762,46.4454
2.1823,46.4613
2.1884,46.4704
2.1944,46.4384
2.2005,46.4216
2.2066,46.4284
2.2127,46.4261
2.2188,46.3523
2.2248,46.2044
2.2309,46.0773
2.2370,45.9617
2.2431,45.7876
2.2491,45.5926
2.2552,45.4620
2.2613,45.3239
2.2674,45.2058
2.2735,45.0895
2.2795,45.0082
2.2856,44.9257
2.2917,44.7945
2.2978,44.6771
2.3039,44.5745
2.3099,44.4581
2.3160,44.3113
2.3221,44.1988
2.3282,44.0697
2.3342,43.8628
2.3403,43.6543
2.3464,43.4358
2.3525,43.2216
2.3586,43.0640
2.3646,42.9389
2.3707,42.7914
2.3768,42.6754
2.3829,42.6213
2.3890,42.5935
2.3950,42.6419
2.4011,42.8142
2.4072,42.5717
2.4133,41.1552
2.4194,41.4173
2.4254,41.4765
2.4315,41.4740
2.4376,41.6537
2.4437,42.1615
2.4497,42.9299
2.4558,43.4731
2.4619,43.4424
2.4680,43.2036
2.4741,43.0089
2.4801,42.7251
2.4862,42.5828
2.4923,42.7140
2.4984,42.8493
2.5045,42.8760
2.5105,42.6427
2.5166,42.0842
2.5227,41.5527
2.5288,41.1784
2.5348,40.9379
2.5409,40.8298
2.5470,40.6189
2.5531,40.2641
2.5592,39.8504
2.5652,39.4225
2.5713,39.1016
2.5774,39.0205
2.5835,39.1091
2.5896,39.0448
2.5956,39.1200
2.6017,39.4240
2.6078,39.6745
2.6139,39.7458
2.6200,39.8712
2.6260,40.0081
2.6321,40.1455
2.6382,40.1208
2.6443,40.0286
2.6503,40.0427
2.6564,40.0914
2.6625,40.1987
2.6686,40.4046
2.6747,40.6436
2.6807,40.8196
2.6868,40.9663
2.6929,40.9438
2.6990,40.8220
2.7051,40.7714
2.7111,40.7825
2.7172,40.9048
2.7233,41.0352
2.7294,41.0450
2.7354,40.9205
2.7415,40.8125
2.7476,40.9195
2.7537,41.3266
2.7598,41.7211
2.7658,41.8561
2.7719,41.9598
2.7780,42.1476
2.7841,42.5724
2.7902,42.6100
2.7962,41.9788
2.8023,41.3244
2.8084,40.9604
2.8145,40.8297
2.8206,40.8555
2.8266,40.9112
2.8327,40.9689
2.8388,41.1290
2.8449,41.3109
2.8509,41.5622
2.8570,41.7993
2.8631,41.8423
2.8692,41.5973
2.8753,41.2222
2.8813,40.9518
2.8874,40.7551
2.8935,40.5626
2.8996,40.3169
2.9057,39.9047
2.9117,39.5027
2.9178,39.0456
2.9239,38.7122
2.9300,38.5070
2.9360,38.1865
2.9421,38.0040
2.9482,38.2023
2.9543,38.3491
2.9604,38.4345
2.9664,38.5277
2.9725,38.4244
2.9786,38.2628
2.9847,38.3308
2.9908,38.6579
2.9968,39.3038
3.0029,40.5631
3.0090,41.8192
3.0151,41.4032
3.0212,40.2666
3.0272,39.4340
3.0333,39.1523
3.0394,39.0963
3.0455,39.3147
3.0515,39.7053
3.0576,40.0219
3.0637,40.1345
3.0698,40.0724
3.0759,39.8839
3.0819,39.6581
3.0880,39.3936
3.0941,39.2073
3.1002,39.1443
3.1063,39.2303
3.1123,39.3781
3.1184,39.3623
3.1245,39.0266
3.1306,38.4709
3.1366,38.0371
3.1427,37.7392
3.1488,37.5718
3.1549,37.6598
3.1610,37.8653
3.1670,38.1345
3.1731,38.3366
3.1792,38.4951
3.1853,38.6559
3.1914,38.5657
3.1974,38.2593
3.2035,37.7746
3.2096,37.2020
3.2157,36.5086
3.2218,35.8493
3.2278,35.3605
3.2339,35.0938
3.2400,34.9568
3.2461,34.8769
3.2521,34.8389
3.2582,34.7896
3.2643,34.6035
3.2704,34.1628
3.2765,33.5591
3.2825,32.9401
3.2886,32.4925
3.2947,32.1571
3.3008,31.9265
3.3069,31.9529
3.3129,32.1053
3.3190,32.3002
3.3251,32.6275
3.3312,32.9349
3.3372,33.1887
3.3433,33.4117
3.3494,33.6176
3.3555,33.7602
3.3616,33.9205
3.3676,34.0093
3.3737,33.8696
3.3798,33.6939
3.3859,33.5823
3.3920,33.3299
3.3980,32.9605
3.4041,32.5231
3.4102,32.0404
3.4163,31.5507
3.4224,31.0733
3.4284,30.7760
3.4345,30.6162
3.4406,30.5852
3.4467,30.6172
3.4527,30.7316
3.4588,30.9840
3.4649,31.3878
3.4710,32.1226
3.4771,32.8685
3.4831,32.8282
3.4892,32.1079
3.4953,31.5848
3.5014,31.2630
3.5075,31.0468
3.5135,30.9871
3.5196,30.9423
3.5257,30.9379
3.5318,30.9303
3.5378,30.8265
3.5439,30.7502
3.5500,30.6698
3.5561,30.7686
3.5622,31.1867
3.5682,31.5625
3.5743,31.3164
3.5804,30.4730
3.5865,29.4743
3.5926,28.6639
3.5986,28.0843
3.6047,27.6670
3.6108,27.3648
3.6169,27.1015
3.6229,26.8732
3.6290,26.6689
3.6351,26.4823
3.6412,26.3301
3.6473,26.2001
3.6533,26.0369
3.6594,25.7286
3.6655,25.3956
3.6716,25.0623
3.6777,24.8967
3.6837,24.7556
3.6898,24.5158
3.6959,24.4403
3.7020,24.5048
3.7081,24.6321
3.7141,24.7184
3.7202,24.6623
3.7263,24.5333
3.7324,24.5152
3.7384,24.3855
3.7445,24.2214
3.7506,24.1662
3.7567,24.0636
3.7628,23.8969
3.7688,23.7426
3.7749,23.5536
3.7810,23.3069
3.7871,23.1069
3.7932,22.9327
3.7992,22.6891
3.8053,22.4200
3.8114,22.2489
3.8175,22.2129
3.8235,22.1970
3.8296,22.1975
3.8357,22.2044
3.8418,22.2179
3.8479,22.2670
3.8539,22.3503
3.8600,22.4688
3.8661,22.6542
3.8722,22.8754
3.8783,23.0490
3.8843,23.1313
3.8904,22.9837
3.8965,22.5626
3.9026,21.9714
3.9087,21.2899
3.9147,20.6373
3.9208,20.3059
3.9269,20.0558
3.9330,19.7582
3.9390,19.4822
3.9451,19.3025
3.9512,18.9901
3.9573,18.5021
3.9634,18.0060
3.9694,17.5212
3.9755,16.9988
3.9816,16.4266
3.9877,15.9680
3.9938,15.6494
3.9998,15.3799
4.0059,15.1616
4.0120,14.9297
4.0181,14.6715
4.0241,14.4801
4.0302,14.3204
4.0363,14.1922
4.0424,14.1392
4.0485,14.0715
4.0545,13.8627
4.0606,13.6332
4.0667,13.4080
4.0728,13.1981
4.0789,13.1837
4.0849,13.2091
4.0910,13.2075
4.0971,13.2190
4.1032,13.1963
4.1093,13.1597
4.1153,13.2305
4.1214,13.2949
4.1275,13.3577
4.1336,13.3341
4.1396,13.1504
4.1457,12.9626
4.1518,12.8134
4.1579,12.7536
4.1640,12.6031
4.1700,12.4212
4.1761,12.2945
4.1822,12.1918
4.1883,12.0613
4.1944,11.9110
4.2004,11.8362
4.2065,11.6325
4.2126,11.4754
4.2187,11.4207
4.2247,11.5208
4.2308,11.6116
4.2369,11.6022
4.2430,11.6359
4.2491,11.7088
4.2551,11.7847
4.2612,12.0555
4.2673,12.8736
4.2734,13.7603
4.2795,13.1344
4.2855,11.7732
4.2916,10.8091
4.2977,10.4175
4.3038,10.2415
4.3099,10.0732
4.3159,10.0212
4.3220,10.1350
4.3281,10.2084
4.3342,10.2362
4.3402,10.2232
4.3463,10.1221
4.3524,9.9776
4.3585,9.8122
4.3646,9.7121
4.3706,9.5798
4.3767,9.4457
4.3828,9.3543
4.3889,9.3073
4.3950,9.2366
4.4010,9.2308
4.4071,9.2827
4.4132,9.2462
4.4193,9.2577
4.4253,9.2734
4.4314,9.2476
4.4375,9.2788
4.4436,9.3253
4.4497,9.3397
4.4557,9.3815
4.4618,9.3868
4.4679,9.3827
4.4740,9.3879
4.4801,9.3822
4.4861,9.3196
4.4922,9.2624
4.4983,9.2309
4.5044,9.2619
4.5105,9.3558
4.5165,9.3502
4.5226,9.2914
4.5287,9.1232
4.5348,9.0737
4.5408,9.0523
4.5469,9.0134
4.5530,8.9499
4.5591,8.9647
4.5652,8.9469
4.5712,9.0219
4.5773,9.1045
4.5834,9.1982
4.5895,9.2805
4.5956,9.3055
4.6016,9.2712
4.6077,9.2457
4.6138,9.2185
4.6199,9.2605
4.6259,9.2867
4.6320,9.3574
4.6381,9.3537
4.6442,9.3888
4.6503,9.4146
4.6563,9.4191
4.6624,9.4849
4.6685,9.4546
4.6746,9.2759
4.6807,9.0483
4.6867,8.7808
4.6928,8.5829
4.6989,8.4222
4.7050,8.2427
4.7111,8.2379
4.7171,8.4072
4.7232,8.5684
4.7293,8.6979
4.7354,8.7847
4.7414,8.8049
4.7475,8.8766
4.7536,9.0368
4.7597,9.1345
4.7658,9.1831
4.7718,9.2773
4.7779,9.7481
4.7840,10.3446
4.7901,10.7375
4.7962,10.9222
4.8022,10.7790
4.8083,10.3624
4.8144,10.0118
4.8205,9.9004
4.8265,9.8859
4.8326,9.9750
4.8387,10.0007
4.8448,10.0415
4.8509,9.9961
4.8569,9.9364
4.8630,9.9897
4.8691,10.0870
4.8752,10.1750
4.8813,10.3281
4.8873,10.4647
4.8934,10.4964
4.8995,10.4674
4.9056,10.5432
4.9116,10.5469
4.9177,10.5987
4.9238,10.6821
4.9299,10.7726
4.9360,10.8359
4.9420,10.8933
4.9481,10.9932
4.9542,11.0245
4.9603,11.1132
4.9664,11.3356
4.9724,11.6035
4.9785,11.8509
4.9846,11.9903
4.9907,12.2171
4.9968,12.3105
5.0028,12.3066
5.0089,12.2771
5.0150,12.3674
5.0211,12.6010
5.0271,12.7574
5.0332,12.9456
5.0393,13.2320
5.0454,13.4294
5.0515,13.4952
5.0575,13.4169
5.0636,13.4013
5.0697,13.4045
5.0758,13.3444
5.0819,13.2272
5.0879,13.1555
5.0940,13.0153
5.1001,12.8641
5.1062,12.7309
5.1122,12.7386
5.1183,12.8211
5.1244,12.8978
5.1305,12.9609
5.1366,12.9964
5.1426,12.9814
5.1487,12.9743
5.1548,12.9231
5.1609,12.8560
5.1670,12.8922
5.1730,12.9008
5.1791,12.9006
5.1852,12.8996
5.1913,12.8972
5.1974,12.9060
5.2034,12.9175
5.2095,12.9740
5.2156,13.0222
5.2217,13.0605
5.2277,13.0282
5.2338,12.9607
5.2399,12.9043
5.2460,12.8439
5.2521,12.7763
5.2581,12.7668
5.2642,12.8904
5.2703,13.2381
5.2764,13.9228
5.2825,14.6592
5.2885,14.9330
5.2946,14.4123
5.3007,13.9467
5.3068,13.5776
5.3128,13.3977
5.3189,13.3677
5.3250,13.4617
5.3311,13.5188
5.3372,13.8405
5.3432,14.3520
5.3493,14.6288
5.3554,14.5591
5.3615,14.4166
5.3676,14.3302
5.3736,14.2851
5.3797,14.1963
5.3858,14.1779
5.3919,14.1424
5.3980,13.9942
5.4040,13.9162
5.4101,13.9172
5.4162,13.8890
5.4223,13.8409
5.4283,13.8132
5.4344,13.8352
5.4405,13.8597
5.4466,13.8590
5.4527,14.0010
5.4587,14.1188
5.4648,14.1557
5.4709,14.2090
5.4770,14.2780
5.4831,14.4178
5.4891,14.5209
5.4952,14.6064
5.5013,14.5481
5.5074,14.3027
5.5134,14.2323
5.5195,14.5480
5.5256,15.1491
5.5317,15.6127
5.5378,15.7494
5.5438,15.6175
5.5499,15.4218
5.5560,15.3651
5.5621,15.5073
5.5682,15.6839
5.5742,15.6421
5.5803,15.5363
5.5864,15.4074
5.5925,15.3673
5.5986,15.3861
5.6046,15.3900
5.6107,15.3165
5.6168,15.3291
5.6229,15.3773
5.6289,15.1998
5.6350,14.9084
5.6411,14.7149
5.6472,14.5847
5.6533,14.5603
5.6593,14.6717
5.6654,14.8103
5.6715,14.8467
5.6776,14.7974
5.6837,14.8358
5.6897,14.9469
5.6958,15.1289
5.7019,15.3575
5.7080,15.6358
5.7140,15.9348
5.7201,16.0975
5.7262,16.1327
5.7323,16.2686
5.7384,16.5161
5.7444,16.8018
5.7505,17.0248
5.7566,17.0385
5.7627,16.9142
5.7688,16.7512
5.7748,16.5839
5.7809,16.5666
5.7870,16.5816
5.7931,16.5753
5.7992,16.7552
5.8052,16.9741
5.8113,17.0360
5.8174,17.0182
5.8235,17.1050
5.8295,17.4041
5.8356,17.7266
5.8417,18.1217
5.8478,18.5881
5.8539,19.1573
5.8599,19.5619
5.8660,19.4540
5.8721,18.9626
5.8782,18.3922
5.8843,17.5435
5.8903,16.8057
5.8964,16.2283
5.9025,15.8788
5.9086,15.8003
5.9146,15.7830
5.9207,15.7461
5.9268,15.6421
5.9329,15.6035
5.9390,15.5888
5.9450,15.7104
5.9511,15.9291
5.9572,16.2430
5.9633,16.5501
5.9694,16.8863
5.9754,17.1856
5.9815,17.2480
5.9876,17.0369
5.9937,16.7164
5.9998,16.6430
6.0058,16.7869
6.0119,17.1032
6.0180,17.3923
6.0241,17.5889
6.0301,17.6743
6.0362,17.6583
6.0423,17.6010
6.0484,17.4318
6.0545,17.1691
6.0605,16.9116
6.0666,16.7916
6.0727,16.8250
6.0788,16.7678
6.0849,16.8264
6.0909,17.0721
6.0970,17.2049
6.1031,17.1234
6.1092,17.0461
6.1152,17.0005
6.1213,17.0497
6.1274,17.2413
6.1335,17.5825
6.1396,18.0445
6.1456,18.2875
6.1517,18.3669
6.1578,18.4851
6.1639,18.6625
6.1700,18.5460
6.1760,18.2742
6.1821,17.9984
6.1882,17.6685
6.1943,17.4995
6.2004,17.6155
6.2064,17.7852
6.2125,17.8195
6.2186,17.8145
6.2247,17.8531
6.2307,17.9162
6.2368,18.0539
6.2429,18.1059
6.2490,17.9999
6.2551,17.8871
6.2611,17.8455
6.2672,17.9061
6.2733,18.0342
6.2794,18.1766
6.2855,18.3048
6.2915,18.3962
6.2976,18.4699
6.3037,18.5995
6.3098,18.8271
6.3158,19.0499
6.3219,19.2204
6.3280,19.3067
6.3341,19.4494
6.3402,19.6154
6.3462,19.7115
6.3523,19.6676
6.3584,19.5997
6.3645,19.3689
6.3706,19.2246
6.3766,19.2199
6.3827,19.1977
6.3888,19.2162
6.3949,19.2315
6.4009,19.1571
6.4070,18.8862
6.4131,18.4782
6.4192,17.9857
6.4253,17.5275
6.4313,17.0178
6.4374,16.6032
6.4435,16.2951
6.4496,16.1133
6.4557,16.1970
6.4617,16.2747
6.4678,16.2655
6.4739,16.2148
6.4800,16.1184
6.4861,16.0279
6.4921,16.0134
6.4982,16.0649
6.5043,15.9962
6.5104,15.8147
6.5164,15.7454
6.5225,15.8363
6.5286,15.8779
6.5347,15.7823
6.5408,15.6401
6.5468,15.2793
6.5529,14.8622
6.5590,14.5771
6.5651,14.4630
6.5712,14.4983
6.5772,14.6223
6.5833,14.7804
6.5894,14.8793
6.5955,14.8522
6.6015,14.8512
6.6076,14.7562
6.6137,14.6310
6.6198,14.4888
6.6259,14.3011
6.6319,14.2815
6.6380,14.3630
6.6441,14.4725
6.6502,14.5092
6.6563,14.5307
6.6623,14.6936
6.6684,14.8786
6.6745,14.9788
6.6806,14.9885
6.6867,14.9678
6.6927,14.9244
6.6988,14.7820
6.7049,14.5279
6.7110,14.3026
6.7170,14.1362
6.7231,13.9585
6.7292,13.8956
6.7353,13.8702
6.7414,13.8682
6.7474,13.8622
6.7535,13.8805
6.7596,13.8338
6.7657,13.8269
6.7718,13.7911
6.7778,13.8164
6.7839,13.8501
6.7900,13.8580
6.7961,13.8234
6.8021,13.8202
6.8082,13.8038
6.8143,13.7808
6.8204,13.8313
6.8265,13.8799
6.8325,13.8622
6.8386,13.7685
6.8447,13.6722
6.8508,13.5826
6.8569,13.4870
6.8629,13.4395
6.8690,13.4150
6.8751,13.4226
6.8812,13.3359
6.8873,13.1898
6.8933,13.0566
6.8994,12.9540
6.9055,12.9223
6.9116,12.9260
6.9176,12.9926
6.9237,13.0368
6.9298,13.0988
6.9359,13.1443
6.9420,13.1201
6.9480,13.1290
6.9541,13.1314
6.9602,13.1770
6.9663,13.1757
6.9724,13.1976
6.9784,13.2652
6.9845,13.3602
6.9906,13.4595
6.9967,13.5829
7.0027,13.6914
7.0088,13.7644
7.0149,13.8140
7.0210,13.7961
7.0271,13.7882
7.0331,13.8249
7.0392,13.7815
7.0453,13.8397
7.0514,13.9278
7.0575,14.0265
7.0635,14.0654
7.0696,14.0191
7.0757,13.9713
7.0818,13.9073
7.0879,13.8771
7.0939,13.8298
7.1000,13.7586
7.1061,13.6776
7.1122,13.6127
7.1182,13.5859
7.1243,13.6222
7.1304,13.7005
7.1365,13.7661
7.1426,13.7777
7.1486,13.7362
7.1547,13.7478
7.1608,13.7615
7.1669,13.6908
7.1730,13.5669
7.1790,13.4032
7.1851,13.2620
7.1912,13.1734
7.1973,13.0898
7.2033,12.9345
7.2094,12.8881
7.2155,12.9183
7.2216,12.8190
7.2277,12.6735
7.2337,12.5790
7.2398,12.4591
7.2459,12.3826
7.2520,12.4132
7.2581,12.3388
7.2641,12.2822
7.2702,12.2755
7.2763,12.2016
7.2824,12.1905
7.2885,12.2242
7.2945,12.2090
7.3006,12.1898
7.3067,12.1628
7.3128,12.1942
7.3188,12.2036
7.3249,12.1258
7.3310,12.0559
7.3371,11.9528
7.3432,11.8690
7.3492,11.8387
7.3553,11.8007
7.3614,11.7789
7.3675,11.8173
7.3736,11.7980
7.3796,11.7840
7.3857,11.8797
7.3918,11.9487
7.3979,11.9717
7.4039,12.0236
7.4100,12.0524
7.4161,12.0176
7.4222,12.0337
7.4283,12.0692
7.4343,12.1040
7.4404,12.1025
7.4465,12.1003
7.4526,12.1231
7.4587,12.0979
7.4647,12.0637
7.4708,12.0352
7.4769,12.0267
7.4830,11.9923
7.4891,12.0139
7.4951,11.9313
7.5012,11.8007
7.5073,11.7511
7.5134,11.7620
7.5194,11.7877
7.5255,11.8380
7.5316,11.8795
7.5377,11.8842
7.5438,11.8439
7.5498,11.7709
7.5559,11.7215
7.5620,11.6701
7.5681,11.5769
7.5742,11.5123
7.5802,11.5559
7.5863,11.6373
7.5924,11.6939
7.5985,11.7093
7.6045,11.7474
7.6106,11.7980
7.6167,11.8425
7.6228,11.8700
7.6289,11.9290
7.6349,11.9874
7.6410,11.9916
7.6471,11.9767
7.6532,11.9543
7.6593,11.9001
7.6653,11.8341
7.6714,11.8848
7.6775,12.0081
7.6836,11.9859
7.6897,12.0122
7.6957,11.9881
7.7018,11.8554
7.7079,11.6548
7.7140,11.5667
7.7200,11.4098
7.7261,11.3554
7.7322,11.3773
7.7383,11.4196
7.7444,11.4104
7.7504,11.3500
7.7565,11.3104
7.7626,11.3333
7.7687,11.3365
7.7748,11.3396
7.7808,11.3471
7.7869,11.2747
7.7930,11.1639
7.7991,11.1111
7.8051,11.0922
7.8112,11.0383
7.8173,10.9120
7.8234,10.8232
7.8295,10.7645
7.8355,10.6982
7.8416,10.6069
7.8477,10.5592
7.8538,10.5589
7.8599,10.5279
7.8659,10.4923
7.8720,10.5040
7.8781,10.4464
7.8842,10.4264
7.8902,10.4657
7.8963,10.3788
7.9024,10.2812
7.9085,10.1834
7.9146,10.1527
7.9206,10.0972
7.9267,10.0772
7.9328,10.0439
7.9389,10.0384
7.9450,10.0258
7.9510,10.0083
7.9571,9.9920
7.9632,9.9824
7.9693,9.9420
7.9754,9.9480
7.9814,9.9205
7.9875,9.8550
7.9936,9.7977
7.9997,9.7568
8.0057,9.7515
8.0118,9.6930
8.0179,9.6299
8.0240,9.5938
8.0301,9.5697
8.0361,9.5807
8.0422,9.5869
8.0483,9.5778
8.0544,9.5364
8.0605,9.5035
8.0665,9.4705
8.0726,9.4673
8.0787,9.4334
8.0848,9.4205
8.0908,9.4044
8.0969,9.3974
8.1030,9.3553
8.1091,9.2974
8.1152,9.2915
8.1212,9.2769
8.1273,9.2869
8.1334,9.2859
8.1395,9.2901
8.1456,9.2937
8.1516,9.2913
8.1577,9.3128
8.1638,9.3669
8.1699,9.4055
8.1760,9.4270
8.1820,9.4614
8.1881,9.4260
8.1942,9.3770
8.2003,9.3430
8.2063,9.3309
8.2124,9.2751
8.2185,9.1593
8.2246,9.0818
8.2307,9.0181
8.2367,8.9642
8.2428,8.8738
8.2489,8.8548
8.2550,8.8277
8.2611,8.7847
8.2671,8.8001
8.2732,8.8459
8.2793,8.8463
8.2854,8.8480
8.2914,8.8525
8.2975,8.9033
8.3036,8.9800
8.3097,9.0396
8.3158,9.0863
8.3218,9.1424
8.3279,9.1616
8.3340,9.1109
8.3401,9.0704
8.3462,9.0865
8.3522,9.0863
8.3583,8.9612
8.3644,8.8947
8.3705,8.9068
8.3766,8.8584
8.3826,8.7522
8.3887,8.6966
8.3948,8.7220
8.4009,8.7419
8.4069,8.7373
8.4130,8.7065
8.4191,8.7406
8.4252,8.8169
8.4313,8.8382
8.4373,8.8505
8.4434,8.8751
8.4495,8.8895
8.4556,8.9096
8.4617,8.9225
8.4677,8.9475
8.4738,8.9919
8.4799,9.0904
