Distance_(mm),Gray_Value
1.5501,27.5856
1.5562,27.5547
1.5622,27.6855
1.5683,27.8528
1.5744,28.1534
1.5805,28.2953
1.5866,28.2180
1.5926,28.0619
1.5987,28.0185
1.6048,28.2389
1.6109,28.6162
1.6170,28.9968
1.6230,29.2877
1.6291,29.2528
1.6352,28.6655
1.6413,28.0315
1.6473,27.4926
1.6534,26.9269
1.6595,26.6181
1.6656,26.8087
1.6717,27.2037
1.6777,27.3901
1.6838,27.5819
1.6899,27.7016
1.6960,27.6520
1.7021,27.6081
1.7081,27.5693
1.7142,27.3969
1.7203,27.1495
1.7264,27.0232
1.7325,27.0165
1.7385,26.9132
1.7446,26.8711
1.7507,27.0292
1.7568,27.3409
1.7628,27.5003
1.7689,27.5117
1.7750,27.5216
1.7811,27.3960
1.7872,27.3501
1.7932,27.4800
1.7993,27.5854
1.8054,27.7684
1.8115,27.9478
1.8176,27.8581
1.8236,27.6034
1.8297,27.2493
1.8358,26.8792
1.8419,26.6164
1.8479,26.5186
1.8540,26.1318
1.8601,25.4722
1.8662,25.0612
1.8723,24.9873
1.8783,25.2065
1.8844,25.4062
1.8905,25.3509
1.8966,25.1056
1.9027,24.7438
1.9087,24.4259
1.9148,24.2495
1.9209,24.2355
1.9270,24.1131
1.9331,24.0441
1.9391,23.9784
1.9452,24.0244
1.9513,24.1781
1.9574,24.2435
1.9634,24.2620
1.9695,24.3337
1.9756,24.4454
1.9817,24.6450
1.9878,25.0449
1.9938,25.4620
1.9999,25.8262
2.0060,25.8018
2.0121,25.2259
2.0182,24.5053
2.0242,23.9509
2.0303,23.7222
2.0364,23.7507
2.0425,23.8441
2.0485,23.7981
2.0546,23.8708
2.0607,24.1280
2.0668,24.4079
2.0729,24.6286
2.0789,24.6043
2.0850,24.4240
2.0911,24.1609
2.0972,23.8732
2.1033,23.7730
2.1093,24.0059
2.1154,24.4482
2.1215,24.7536
2.1276,24.7957
2.1336,24.7993
2.1397,24.7128
2.1458,24.4661
2.1519,24.1193
2.1580,23.7812
2.1640,23.8563
2.1701,24.2711
2.1762,24.6596
2.1823,25.0179
2.1884,25.2026
2.1944,25.2083
2.2005,25.3340
2.2066,25.5946
2.2127,25.7408
2.2188,25.6889
2.2248,25.5976
2.2309,25.4758
2.2370,25.2974
2.2431,25.1762
2.2491,25.3552
2.2552,25.4661
2.2613,25.3509
2.2674,25.2069
2.2735,25.1548
2.2795,25.1607
2.2856,25.1444
2.2917,25.1403
2.2978,25.2843
2.3039,25.4760
2.3099,25.5284
2.3160,25.2667
2.3221,24.9628
2.3282,24.7980
2.3342,24.7062
2.3403,24.6671
2.3464,24.7576
2.3525,24.9580
2.3586,25.0866
2.3646,24.8786
2.3707,24.5039
2.3768,24.1726
2.3829,23.9914
2.3890,24.0039
2.3950,23.8877
2.4011,23.7725
2.4072,23.6347
2.4133,23.5560
2.4194,23.6000
2.4254,23.7712
2.4315,23.9967
2.4376,24.2085
2.4437,24.0786
2.4497,23.6887
2.4558,23.2925
2.4619,23.1264
2.4680,23.1499
2.4741,23.1621
2.4801,23.0177
2.4862,22.9358
2.4923,22.8414
2.4984,22.7636
2.5045,22.7262
2.5105,22.5824
2.5166,22.4854
2.5227,22.4178
2.5288,22.3122
2.5348,22.2107
2.5409,22.0316
2.5470,21.9585
2.5531,22.1106
2.5592,22.1455
2.5652,22.1299
2.5713,22.2994
2.5774,22.4337
2.5835,22.4427
2.5896,22.3573
2.5956,22.3123
2.6017,22.1064
2.6078,21.7775
2.6139,21.5955
2.6200,21.4656
2.6260,21.3892
2.6321,21.3396
2.6382,21.2934
2.6443,21.1890
2.6503,21.1252
2.6564,21.1030
2.6625,21.1041
2.6686,21.1604
2.6747,21.3281
2.6807,21.4303
2.6868,21.4417
2.6929,21.2384
2.6990,21.1215
2.7051,21.1927
2.7111,21.2953
2.7172,21.3248
2.7233,21.3170
2.7294,21.4040
2.7354,21.3907
2.7415,21.3680
2.7476,21.2041
2.7537,21.0607
2.7598,21.0572
2.7658,21.2225
2.7719,21.3959
2.7780,21.2786
2.7841,21.0426
2.7902,20.9978
2.7962,21.0861
2.8023,20.7940
2.8084,20.4454
2.8145,20.3528
2.8206,20.3132
2.8266,20.1281
2.8327,19.8195
2.8388,19.5958
2.8449,19.3636
2.8509,19.2575
2.8570,19.2862
2.8631,19.3010
2.8692,19.2979
2.8753,19.3181
2.8813,19.3502
2.8874,19.3713
2.8935,19.4557
2.8996,19.5385
2.9057,19.6141
2.9117,19.7817
2.9178,19.9687
2.9239,20.2858
2.9300,20.6457
2.9360,20.8896
2.9421,20.9091
2.9482,20.7257
2.9543,20.4377
2.9604,20.1763
2.9664,19.7747
2.9725,19.4095
2.9786,19.1079
2.9847,19.0790
2.9908,19.1242
2.9968,18.9573
3.0029,18.7915
3.0090,18.8380
3.0151,18.9098
3.0212,18.9979
3.0272,18.8382
3.0333,18.6666
3.0394,18.6064
3.0455,18.4894
3.0515,18.3488
3.0576,18.2741
3.0637,18.3139
3.0698,18.3861
3.0759,18.2852
3.0819,18.2456
3.0880,18.2362
3.0941,18.2218
3.1002,18.2960
3.1063,18.4471
3.1123,18.5527
3.1184,18.6505
3.1245,18.5889
3.1306,18.5244
3.1366,18.5490
3.1427,18.4698
3.1488,18.2373
3.1549,18.0335
3.1610,17.8717
3.1670,17.7096
3.1731,17.5138
3.1792,17.2145
3.1853,17.0195
3.1914,16.7992
3.1974,16.6462
3.2035,16.4884
3.2096,16.4202
3.2157,16.4507
3.2218,16.4003
3.2278,16.3027
3.2339,16.2957
3.2400,16.2804
3.2461,16.3174
3.2521,16.3910
3.2582,16.3504
3.2643,16.2562
3.2704,16.2302
3.2765,16.1451
3.2825,16.0744
3.2886,16.1350
3.2947,16.1288
3.3008,16.1050
3.3069,16.1518
3.3129,16.1639
3.3190,16.0970
3.3251,15.9599
3.3312,15.7810
3.3372,15.5607
3.3433,15.4488
3.3494,15.4294
3.3555,15.4837
3.3616,15.6335
3.3676,15.6459
3.3737,15.5622
3.3798,15.4206
3.3859,15.2398
3.3920,15.1252
3.3980,15.1033
3.4041,15.0506
3.4102,15.0504
3.4163,14.9908
3.4224,14.9006
3.4284,14.8352
3.4345,14.7543
3.4406,14.7148
3.4467,14.6655
3.4527,14.6124
3.4588,14.4033
3.4649,14.2636
3.4710,14.2775
3.4771,14.2976
3.4831,14.2762
3.4892,14.1341
3.4953,13.9154
3.5014,13.7983
3.5075,13.7954
3.5135,13.7243
3.5196,13.5680
3.5257,13.4843
3.5318,13.4580
3.5378,13.4245
3.5439,13.3576
3.5500,13.2937
3.5561,13.1513
3.5622,12.9747
3.5682,12.9589
3.5743,13.0854
3.5804,13.1827
3.5865,13.1957
3.5926,13.1713
3.5986,13.0642
3.6047,12.9606
3.6108,12.8776
3.6169,12.8789
3.6229,12.9193
3.6290,12.9226
3.6351,12.9391
3.6412,12.9418
3.6473,12.9519
3.6533,12.9270
3.6594,12.9287
3.6655,12.8946
3.6716,12.8272
3.6777,12.8096
3.6837,12.8437
3.6898,12.8232
3.6959,12.7351
3.7020,12.7123
3.7081,12.6608
3.7141,12.6380
3.7202,12.7064
3.7263,12.8775
3.7324,12.9890
3.7384,13.0678
3.7445,13.1350
3.7506,13.2649
3.7567,13.3078
3.7628,13.2895
3.7688,13.3193
3.7749,13.2684
3.7810,13.2093
3.7871,13.1762
3.7932,12.9806
3.7992,12.7366
3.8053,12.5732
3.8114,12.4108
3.8175,12.3166
3.8235,12.2254
3.8296,12.1154
3.8357,11.9981
3.8418,11.9438
3.8479,11.9171
3.8539,11.8879
3.8600,11.8817
3.8661,11.7980
3.8722,11.7338
3.8783,11.5868
3.8843,11.5248
3.8904,11.5882
3.8965,11.6545
3.9026,11.6065
3.9087,11.6123
3.9147,11.6239
3.9208,11.5738
3.9269,11.5631
3.9330,11.6033
3.9390,11.6243
3.9451,11.6350
3.9512,11.6609
3.9573,11.6897
3.9634,11.7010
3.9694,11.7846
3.9755,11.8273
3.9816,11.8731
3.9877,11.8762
3.9938,11.7318
3.9998,11.6205
4.0059,11.5788
4.0120,11.5909
4.0181,11.5750
4.0241,11.5935
4.0302,11.6751
4.0363,11.7387
4.0424,11.7210
4.0485,11.6948
4.0545,11.6691
4.0606,11.6900
4.0667,11.6632
4.0728,11.6256
4.0789,11.6551
4.0849,11.7438
4.0910,11.7151
4.0971,11.5732
4.1032,11.4723
4.1093,11.3354
4.1153,11.2720
4.1214,11.1897
4.1275,11.1333
4.1336,11.0813
4.1396,10.9984
4.1457,10.8928
4.1518,10.7583
4.1579,10.5990
4.1640,10.5019
4.1700,10.5033
4.1761,10.4410
4.1822,10.4297
4.1883,10.4122
4.1944,10.3313
4.2004,10.2626
4.2065,10.2345
4.2126,10.2308
4.2187,10.2720
4.2247,10.3300
4.2308,10.3784
4.2369,10.3726
4.2430,10.3075
4.2491,10.2564
4.2551,10.1887
4.2612,10.1712
4.2673,10.1201
4.2734,9.9600
4.2795,9.8367
4.2855,9.7835
4.2916,9.7134
4.2977,9.6674
4.3038,9.5806
4.3099,9.4890
4.3159,9.4427
4.3220,9.3892
4.3281,9.4004
4.3342,9.3720
4.3402,9.3329
4.3463,9.2772
4.3524,9.1609
4.3585,9.0623
4.3646,8.9280
4.3706,8.8117
4.3767,8.7934
4.3828,8.8019
4.3889,8.7050
4.3950,8.7051
4.4010,8.6694
4.4071,8.5840
4.4132,8.5307
4.4193,8.5195
4.4253,8.4560
4.4314,8.4414
4.4375,8.4269
4.4436,8.4185
4.4497,8.4412
4.4557,8.3498
4.4618,8.2137
4.4679,8.1998
4.4740,8.2046
4.4801,8.1749
4.4861,8.1167
4.4922,8.0973
4.4983,8.0793
4.5044,8.0689
4.5105,8.0501
4.5165,8.0447
4.5226,8.0124
4.5287,7.9186
4.5348,7.9167
4.5408,7.8853
4.5469,7.8820
4.5530,7.9935
4.5591,8.1711
4.5652,8.0340
4.5712,7.7711
4.5773,7.6666
4.5834,7.6038
4.5895,7.5916
4.5956,7.5496
4.6016,7.4924
4.6077,7.4851
4.6138,7.4934
4.6199,7.4690
4.6259,7.4067
4.6320,7.3531
4.6381,7.3706
4.6442,7.4037
4.6503,7.4846
4.6563,7.5189
4.6624,7.5361
4.6685,7.4786
4.6746,7.4275
4.6807,7.3407
4.6867,7.1847
4.6928,7.0714
4.6989,7.0194
4.7050,6.9345
4.7111,6.8187
4.7171,6.6853
4.7232,6.6140
4.7293,6.5620
4.7354,6.5182
4.7414,6.5655
4.7475,6.5895
4.7536,6.5403
4.7597,6.4966
4.7658,6.4999
4.7718,6.5205
4.7779,6.5095
4.7840,6.4901
4.7901,6.4898
4.7962,6.4819
4.8022,6.4818
4.8083,6.4628
4.8144,6.4934
4.8205,6.4507
4.8265,6.3800
4.8326,6.3563
4.8387,6.3891
4.8448,6.3672
4.8509,6.3426
4.8569,6.3121
4.8630,6.3074
4.8691,6.2892
4.8752,6.2962
4.8813,6.3543
4.8873,6.3714
4.8934,6.4226
4.8995,6.4733
4.9056,6.4605
4.9116,6.4352
4.9177,6.3878
4.9238,6.3938
4.9299,6.3797
4.9360,6.3234
4.9420,6.2732
4.9481,6.2251
4.9542,6.1483
4.9603,6.1436
4.9664,6.1548
4.9724,6.1199
4.9785,6.0509
4.9846,5.9764
4.9907,5.9273
4.9968,5.8415
5.0028,5.7857
5.0089,5.7418
5.0150,5.6844
5.0211,5.6788
5.0271,5.6931
5.0332,5.6736
5.0393,5.6299
5.0454,5.6250
5.0515,5.6573
5.0575,5.6133
5.0636,5.5212
5.0697,5.4707
5.0758,5.4486
5.0819,5.4667
5.0879,5.4717
5.0940,5.4475
5.1001,5.4307
5.1062,5.4586
5.1122,5.4616
5.1183,5.5059
5.1244,5.5395
5.1305,5.4721
5.1366,5.4738
5.1426,5.4758
5.1487,5.4854
5.1548,5.5289
5.1609,5.5191
5.1670,5.5186
5.1730,5.4777
5.1791,5.4086
5.1852,5.3500
5.1913,5.3440
5.1974,5.2997
5.2034,5.2801
5.2095,5.2754
5.2156,5.2632
5.2217,5.2311
5.2277,5.2056
5.2338,5.2146
5.2399,5.2072
5.2460,5.1110
5.2521,5.1158
5.2581,5.1278
5.2642,5.1447
5.2703,5.1416
5.2764,5.0713
5.2825,5.1054
5.2885,5.2132
5.2946,5.3300
5.3007,5.3472
5.3068,5.1707
5.3128,5.0872
5.3189,5.0380
5.3250,5.0195
5.3311,5.0290
5.3372,5.0231
5.3432,5.0077
5.3493,5.0365
5.3554,5.0542
5.3615,5.1170
5.3676,5.1679
5.3736,5.2057
5.3797,5.2033
5.3858,5.1754
5.3919,5.1174
5.3980,5.1334
5.4040,5.1082
5.4101,5.0759
5.4162,5.0574
5.4223,5.0458
5.4283,5.0566
5.4344,5.0734
5.4405,5.0495
5.4466,5.0281
5.4527,5.0480
5.4587,5.0188
5.4648,5.0018
5.4709,5.0276
5.4770,5.0801
5.4831,5.0898
5.4891,5.0607
5.4952,5.0542
5.5013,5.0778
5.5074,5.0750
5.5134,5.0634
5.5195,5.0571
5.5256,5.0133
5.5317,5.0282
5.5378,5.0700
5.5438,5.1155
5.5499,5.1154
5.5560,5.1024
5.5621,5.1140
5.5682,5.1742
5.5742,5.1858
5.5803,5.1379
5.5864,5.1197
5.5925,5.1231
5.5986,5.1038
5.6046,5.0654
5.6107,5.0299
5.6168,5.0239
5.6229,5.0182
5.6289,4.9541
5.6350,4.9439
5.6411,4.9770
5.6472,5.0225
5.6533,5.0638
5.6593,5.0445
5.6654,4.9996
5.6715,4.9992
5.6776,5.0580
5.6837,5.1294
5.6897,5.1924
5.6958,5.1571
5.7019,5.1053
5.7080,5.0756
5.7140,5.0438
5.7201,5.0237
5.7262,5.0038
5.7323,4.9414
5.7384,4.8412
5.7444,4.7972
5.7505,4.8103
5.7566,4.8058
5.7627,4.7999
5.7688,4.7653
5.7748,4.7144
5.7809,4.6784
5.7870,4.7000
5.7931,4.7055
5.7992,4.7113
5.8052,4.6846
5.8113,4.6893
5.8174,4.6730
5.8235,4.6264
5.8295,4.6428
5.8356,4.6617
5.8417,4.6528
5.8478,4.6320
5.8539,4.6348
5.8599,4.6551
5.8660,4.6353
5.8721,4.5848
5.8782,4.5194
5.8843,4.4826
5.8903,4.4793
5.8964,4.4743
5.9025,4.4879
5.9086,4.4972
5.9146,4.4838
5.9207,4.4832
5.9268,4.4950
5.9329,4.4821
5.9390,4.4921
5.9450,4.4906
5.9511,4.4704
5.9572,4.4015
5.9633,4.3890
5.9694,4.4053
5.9754,4.3685
5.9815,4.3057
5.9876,4.3079
5.9937,4.2938
5.9998,4.2912
6.0058,4.2990
6.0119,4.3332
6.0180,4.3171
6.0241,4.2571
6.0301,4.2615
6.0362,4.3320
6.0423,4.3325
6.0484,4.3031
6.0545,4.2494
6.0605,4.1800
6.0666,4.1684
6.0727,4.1969
6.0788,4.2020
6.0849,4.1825
6.0909,4.1837
6.0970,4.1528
6.1031,4.1343
6.1092,4.1268
6.1152,4.1102
6.1213,4.1029
6.1274,4.0487
6.1335,4.1056
6.1396,4.1238
6.1456,4.1252
6.1517,4.1578
6.1578,4.2000
6.1639,4.1723
6.1700,4.1733
6.1760,4.1742
6.1821,4.1565
6.1882,4.1714
6.1943,4.1845
6.2004,4.2066
6.2064,4.2124
6.2125,4.2263
6.2186,4.2526
6.2247,4.2648
6.2307,4.3381
6.2368,4.3137
6.2429,4.2862
6.2490,4.2992
6.2551,4.3515
6.2611,4.3411
6.2672,4.3399
6.2733,4.3208
6.2794,4.3206
6.2855,4.3346
6.2915,4.3161
6.2976,4.2858
6.3037,4.3548
6.3098,4.3930
6.3158,4.3784
6.3219,4.3649
6.3280,4.3359
6.3341,4.3308
6.3402,4.2798
6.3462,4.2237
6.3523,4.1399
6.3584,4.1141
6.3645,4.1234
6.3706,4.1272
6.3766,4.1336
6.3827,4.1462
6.3888,4.1530
6.3949,4.1295
6.4009,4.0879
6.4070,4.1109
6.4131,4.1211
6.4192,4.1036
6.4253,4.0925
6.4313,4.0802
6.4374,4.0711
6.4435,4.0826
6.4496,4.0952
6.4557,4.1027
6.4617,4.1104
6.4678,4.0791
6.4739,4.0654
6.4800,4.0509
6.4861,4.0686
6.4921,4.0977
6.4982,4.1093
6.5043,4.1226
6.5104,4.1259
6.5164,4.1229
6.5225,4.1093
6.5286,4.1366
6.5347,4.1398
6.5408,4.1688
6.5468,4.1597
6.5529,4.1758
6.5590,4.1909
6.5651,4.1880
6.5712,4.2073
6.5772,4.2262
6.5833,4.3004
6.5894,4.3618
6.5955,4.3427
6.6015,4.3550
6.6076,4.4059
6.6137,4.4105
6.6198,4.4564
6.6259,4.4515
6.6319,4.5065
6.6380,4.5531
6.6441,4.5474
6.6502,4.5768
6.6563,4.5731
6.6623,4.5936
6.6684,4.6018
6.6745,4.5829
6.6806,4.6133
6.6867,4.6033
6.6927,4.6074
6.6988,4.6357
6.7049,4.6896
6.7110,4.7409
6.7170,4.7964
6.7231,4.7899
6.7292,4.8206
6.7353,4.8448
6.7414,4.8605
6.7474,4.8804
6.7535,4.8774
6.7596,4.8751
6.7657,4.8582
6.7718,4.8397
6.7778,4.8127
6.7839,4.7610
6.7900,4.7351
6.7961,4.7154
6.8021,4.6745
6.8082,4.6492
6.8143,4.6795
6.8204,4.6430
6.8265,4.6514
6.8325,4.6590
6.8386,4.6433
6.8447,4.6699
6.8508,4.6800
6.8569,4.6385
6.8629,4.6302
6.8690,4.6447
6.8751,4.6442
6.8812,4.6350
6.8873,4.6241
6.8933,4.5976
6.8994,4.5764
6.9055,4.5771
6.9116,4.5677
6.9176,4.5447
6.9237,4.5140
6.9298,4.5434
6.9359,4.5807
6.9420,4.5627
6.9480,4.5453
6.9541,4.5708
6.9602,4.5499
6.9663,4.5398
6.9724,4.5474
6.9784,4.5198
6.9845,4.5169
6.9906,4.5094
6.9967,4.4659
7.0027,4.4446
7.0088,4.4316
7.0149,4.4292
7.0210,4.3983
7.0271,4.3878
7.0331,4.3893
7.0392,4.4036
7.0453,4.3681
7.0514,4.3610
7.0575,4.3700
7.0635,4.3819
7.0696,4.4006
7.0757,4.4253
7.0818,4.4194
7.0879,4.4242
7.0939,4.4103
7.1000,4.4489
7.1061,4.4381
7.1122,4.4851
7.1182,4.5144
7.1243,4.5093
7.1304,4.4988
7.1365,4.4879
7.1426,4.5209
7.1486,4.4943
7.1547,4.4593
7.1608,4.4420
7.1669,4.4545
7.1730,4.4603
7.1790,4.4704
7.1851,4.4797
7.1912,4.4807
7.1973,4.4498
7.2033,4.4129
7.2094,4.3886
7.2155,4.4414
7.2216,4.4016
7.2277,4.3796
7.2337,4.3794
7.2398,4.3464
7.2459,4.3148
7.2520,4.2528
7.2581,4.2260
7.2641,4.2049
7.2702,4.1870
7.2763,4.1674
7.2824,4.0947
7.2885,4.1125
7.2945,4.1002
7.3006,4.0554
7.3067,4.0317
7.3128,4.0388
7.3188,4.0448
7.3249,4.0462
7.3310,3.9714
7.3371,3.9751
7.3432,3.9846
7.3492,3.9610
7.3553,3.9932
7.3614,3.9949
7.3675,3.9517
7.3736,3.9094
7.3796,3.9048
7.3857,3.9193
7.3918,3.9197
7.3979,3.8931
7.4039,3.8461
7.4100,3.8382
7.4161,3.8764
7.4222,3.9095
7.4283,3.9385
7.4343,3.8970
7.4404,3.8601
7.4465,3.8427
7.4526,3.7689
7.4587,3.7757
7.4647,3.7272
7.4708,3.6829
7.4769,3.6319
7.4830,3.6173
7.4891,3.6111
7.4951,3.4707
7.5012,3.4219
7.5073,3.3823
7.5134,3.3603
7.5194,3.3247
7.5255,3.3377
7.5316,3.3529
7.5377,3.2818
7.5438,3.2549
7.5498,3.2450
7.5559,3.2167
7.5620,3.1966
7.5681,3.1722
7.5742,3.1847
7.5802,3.1737
7.5863,3.1670
7.5924,3.1515
7.5985,3.1451
7.6045,3.1282
7.6106,3.0878
7.6167,3.0498
7.6228,3.0534
7.6289,3.0431
7.6349,2.9838
7.6410,2.9362
7.6471,2.9142
7.6532,2.9029
7.6593,2.8715
7.6653,2.8582
7.6714,2.8531
7.6775,2.8183
7.6836,2.7947
7.6897,2.7461
7.6957,2.7946
7.7018,2.7706
7.7079,2.7824
7.7140,2.7697
7.7200,2.7687
7.7261,2.7722
7.7322,2.7834
7.7383,2.7944
7.7444,2.7535
7.7504,2.7666
7.7565,2.7720
7.7626,2.7489
7.7687,2.7263
7.7748,2.6920
7.7808,2.6897
7.7869,2.7076
7.7930,2.6794
7.7991,2.6163
7.8051,2.6026
7.8112,2.6014
7.8173,2.6153
7.8234,2.6028
7.8295,2.5986
7.8355,2.6096
7.8416,2.5774
7.8477,2.5620
7.8538,2.5671
7.8599,2.5404
7.8659,2.5234
7.8720,2.5068
7.8781,2.5165
7.8842,2.4924
7.8902,2.5135
7.8963,2.5063
7.9024,2.4984
7.9085,2.4929
7.9146,2.4620
7.9206,2.4689
7.9267,2.4624
7.9328,2.4539
7.9389,2.4509
7.9450,2.4555
7.9510,2.4520
7.9571,2.4859
7.9632,2.4768
7.9693,2.4636
7.9754,2.5097
7.9814,2.5269
7.9875,2.5087
7.9936,2.4990
7.9997,2.4352
8.0057,2.4422
8.0118,2.4698
8.0179,2.4477
8.0240,2.4468
8.0301,2.4211
8.0361,2.3647
8.0422,2.3778
8.0483,2.3878
8.0544,2.4007
8.0605,2.3706
8.0665,2.3990
8.0726,2.3700
8.0787,2.3572
8.0848,2.3440
8.0908,2.3139
8.0969,2.2831
8.1030,2.2717
8.1091,2.2652
8.1152,2.2664
8.1212,2.2639
8.1273,2.2746
8.1334,2.2801
8.1395,2.2433
8.1456,2.2084
8.1516,2.2174
8.1577,2.2137
8.1638,2.1766
8.1699,2.1794
8.1760,2.2082
8.1820,2.2251
8.1881,2.2017
8.1942,2.2051
8.2003,2.2093
8.2063,2.2420
8.2124,2.2213
8.2185,2.2113
8.2246,2.2262
8.2307,2.2041
8.2367,2.1904
8.2428,2.1631
8.2489,2.1813
8.2550,2.1844
8.2611,2.1802
8.2671,2.1674
8.2732,2.1683
8.2793,2.1378
8.2854,2.1457
8.2914,2.1532
8.2975,2.1664
8.3036,2.1555
8.3097,2.1364
8.3158,2.0781
8.3218,2.0854
8.3279,2.1133
8.3340,2.1311
8.3401,2.1054
8.3462,2.1111
8.3522,2.1234
8.3583,2.0910
8.3644,2.0963
8.3705,2.1183
8.3766,2.1072
8.3826,2.0960
8.3887,2.0979
8.3948,2.0900
8.4009,2.0841
8.4069,2.0988
8.4130,2.1013
8.4191,2.1089
8.4252,2.1139
8.4313,2.1065
8.4373,2.0730
8.4434,2.0726
8.4495,2.0883
8.4556,2.0885
8.4617,2.0901
8.4677,2.0921
8.4738,2.0941
8.4799,2.1073
