Distance_(mm),Gray_Value
1.4224,20.2971
1.4285,20.1227
1.4346,19.9327
1.4407,19.7504
1.4467,19.6594
1.4528,19.4875
1.4589,19.3593
1.4650,19.3618
1.4711,19.4763
1.4771,19.5476
1.4832,19.5400
1.4893,19.5381
1.4954,19.6735
1.5015,19.9305
1.5075,20.1290
1.5136,20.1851
1.5197,20.0916
1.5258,19.8427
1.5319,19.6721
1.5379,19.7227
1.5440,19.8607
1.5501,19.8647
1.5562,19.8087
1.5622,19.6961
1.5683,19.6964
1.5744,19.7475
1.5805,19.7079
1.5866,19.6665
1.5926,19.5869
1.5987,19.6230
1.6048,19.7032
1.6109,19.7763
1.6170,19.8113
1.6230,19.9162
1.6291,20.0330
1.6352,20.1029
1.6413,20.1812
1.6473,20.2693
1.6534,20.3613
1.6595,20.4600
1.6656,20.4820
1.6717,20.3602
1.6777,20.2310
1.6838,20.1049
1.6899,20.1052
1.6960,20.0288
1.7021,19.8503
1.7081,19.8314
1.7142,20.0499
1.7203,20.3747
1.7264,20.6187
1.7325,20.6686
1.7385,20.6204
1.7446,20.4465
1.7507,20.2508
1.7568,19.9709
1.7628,19.7465
1.7689,19.7601
1.7750,19.9234
1.7811,20.0831
1.7872,20.0045
1.7932,19.7390
1.7993,19.5502
1.8054,19.3881
1.8115,19.2943
1.8176,19.2872
1.8236,19.1177
1.8297,18.9087
1.8358,18.7625
1.8419,18.7381
1.8479,18.7438
1.8540,18.7356
1.8601,18.7183
1.8662,18.6112
1.8723,18.5546
1.8783,18.4340
1.8844,18.3427
1.8905,18.3221
1.8966,18.2480
1.9027,18.2263
1.9087,18.2280
1.9148,18.1409
1.9209,17.9336
1.9270,17.6954
1.9331,17.4103
1.9391,17.1019
1.9452,16.9779
1.9513,16.9161
1.9574,16.9040
1.9634,16.9103
1.9695,17.0171
1.9756,16.9900
1.9817,16.7512
1.9878,16.4391
1.9938,16.0831
1.9999,15.7946
2.0060,15.5977
2.0121,15.4385
2.0182,15.2904
2.0242,15.0876
2.0303,14.8995
2.0364,14.7616
2.0425,14.5718
2.0485,14.4956
2.0546,14.5479
2.0607,14.5229
2.0668,14.3727
2.0729,14.1480
2.0789,13.8352
2.0850,13.5453
2.0911,13.4521
2.0972,13.4406
2.1033,13.4064
2.1093,13.3887
2.1154,13.3688
2.1215,13.3635
2.1276,13.2863
2.1336,13.1825
2.1397,12.9932
2.1458,12.8354
2.1519,12.7393
2.1580,12.7628
2.1640,12.7795
2.1701,12.7148
2.1762,12.6040
2.1823,12.5498
2.1884,12.4922
2.1944,12.5213
2.2005,12.5343
2.2066,12.4664
2.2127,12.2422
2.2188,11.9611
2.2248,11.7583
2.2309,11.6592
2.2370,11.6330
2.2431,11.5467
2.2491,11.5415
2.2552,11.5194
2.2613,11.4901
2.2674,11.5123
2.2735,11.5146
2.2795,11.5661
2.2856,11.5735
2.2917,11.6133
2.2978,11.6296
2.3039,11.6058
2.3099,11.5048
2.3160,11.3594
2.3221,11.1474
2.3282,10.9648
2.3342,10.8218
2.3403,10.6751
2.3464,10.5603
2.3525,10.4925
2.3586,10.4481
2.3646,10.4161
2.3707,10.3806
2.3768,10.3317
2.3829,10.2607
2.3890,10.1793
2.3950,10.1656
2.4011,10.2623
2.4072,10.2919
2.4133,10.1661
2.4194,10.0776
2.4254,9.9667
2.4315,9.8421
2.4376,9.8276
2.4437,9.8817
2.4497,9.9005
2.4558,9.8283
2.4619,9.6866
2.4680,9.4735
2.4741,9.3393
2.4801,9.2415
2.4862,9.1166
2.4923,9.0765
2.4984,9.0601
2.5045,9.0445
2.5105,9.0408
2.5166,8.9391
2.5227,8.8010
2.5288,8.7349
2.5348,8.6434
2.5409,8.5359
2.5470,8.3978
2.5531,8.3098
2.5592,8.2992
2.5652,8.3408
2.5713,8.2440
2.5774,8.0530
2.5835,7.8310
2.5896,7.6082
2.5956,7.4212
2.6017,7.3271
2.6078,7.2394
2.6139,7.1825
2.6200,7.1680
2.6260,7.1742
2.6321,7.1097
2.6382,7.0144
2.6443,6.8593
2.6503,6.7141
2.6564,6.6379
2.6625,6.6267
2.6686,6.5209
2.6747,6.4451
2.6807,6.3316
2.6868,6.2364
2.6929,6.1135
2.6990,6.0638
2.7051,6.0290
2.7111,5.9444
2.7172,5.8979
2.7233,5.8468
2.7294,5.7965
2.7354,5.7199
2.7415,5.5780
2.7476,5.4350
2.7537,5.3152
2.7598,5.1938
2.7658,5.1310
2.7719,5.0331
2.7780,4.9680
2.7841,4.9699
2.7902,4.9343
2.7962,4.8756
2.8023,4.8159
2.8084,4.6431
2.8145,4.4637
2.8206,4.2674
2.8266,4.0395
2.8327,3.8632
2.8388,3.7854
2.8449,3.7518
2.8509,3.6744
2.8570,3.5951
2.8631,3.4947
2.8692,3.4319
2.8753,3.3984
2.8813,3.4195
2.8874,3.4590
2.8935,3.5263
2.8996,3.4793
2.9057,3.3437
2.9117,3.2318
2.9178,3.1661
2.9239,3.1639
2.9300,3.1450
2.9360,3.1023
2.9421,3.0985
2.9482,3.0797
2.9543,3.0918
2.9604,3.0966
2.9664,3.0292
2.9725,3.0109
2.9786,3.0290
2.9847,2.9902
2.9908,2.9665
2.9968,2.9598
3.0029,2.9269
3.0090,2.8360
3.0151,2.8056
3.0212,2.8027
3.0272,2.8331
3.0333,2.8717
3.0394,2.8473
3.0455,2.8076
3.0515,2.7530
3.0576,2.6922
3.0637,2.6233
3.0698,2.5995
3.0759,2.5842
3.0819,2.5937
3.0880,2.5627
3.0941,2.5954
3.1002,2.6163
3.1063,2.6290
3.1123,2.6551
3.1184,2.6812
3.1245,2.7137
3.1306,2.7114
3.1366,2.6667
3.1427,2.6695
3.1488,2.6908
3.1549,2.6991
3.1610,2.6814
3.1670,2.6792
3.1731,2.6813
3.1792,2.6965
3.1853,2.7633
3.1914,2.7687
3.1974,2.7561
3.2035,2.7576
3.2096,2.7708
3.2157,2.7452
3.2218,2.7518
3.2278,2.7719
3.2339,2.8385
3.2400,2.8517
3.2461,2.8566
3.2521,2.8661
3.2582,2.8270
3.2643,2.8100
3.2704,2.7585
3.2765,2.7250
3.2825,2.6839
3.2886,2.6673
3.2947,2.6591
3.3008,2.7118
3.3069,2.7534
3.3129,2.7891
3.3190,2.8652
3.3251,2.9078
3.3312,2.9517
3.3372,2.9919
3.3433,3.0543
3.3494,3.0838
3.3555,3.1091
3.3616,3.0929
3.3676,3.0611
3.3737,3.0402
3.3798,3.0524
3.3859,3.0434
3.3920,3.0513
3.3980,3.1060
3.4041,3.1886
3.4102,3.2840
3.4163,3.4151
3.4224,3.5420
3.4284,3.6532
3.4345,3.7667
3.4406,3.8335
3.4467,3.7955
3.4527,3.7135
3.4588,3.6690
3.4649,3.6743
3.4710,3.6348
3.4771,3.6627
3.4831,3.6778
3.4892,3.7324
3.4953,3.8156
3.5014,3.8690
3.5075,3.9445
3.5135,3.9979
3.5196,4.1089
3.5257,4.2388
3.5318,4.4073
3.5378,4.5356
3.5439,4.5800
3.5500,4.6157
3.5561,4.5562
3.5622,4.5777
3.5682,4.6204
3.5743,4.6176
3.5804,4.6072
3.5865,4.6025
3.5926,4.6599
3.5986,4.7233
3.6047,4.7190
3.6108,4.7464
3.6169,4.7865
3.6229,4.8544
3.6290,4.9982
3.6351,5.1404
3.6412,5.1656
3.6473,5.1126
3.6533,5.0185
3.6594,4.9920
3.6655,5.0167
3.6716,5.0380
3.6777,5.1668
3.6837,5.3676
3.6898,5.5583
3.6959,5.6383
3.7020,5.6606
3.7081,5.6931
3.7141,5.6479
3.7202,5.6421
3.7263,5.6621
3.7324,5.6872
3.7384,5.7110
3.7445,5.6732
3.7506,5.6165
3.7567,5.5867
3.7628,5.6121
3.7688,5.6241
3.7749,5.6240
3.7810,5.6510
3.7871,5.7882
3.7932,6.0059
3.7992,6.2298
3.8053,6.2777
3.8114,6.1811
3.8175,6.1280
3.8235,6.1197
3.8296,6.1479
3.8357,6.1797
3.8418,6.1499
3.8479,6.0261
3.8539,5.9364
3.8600,5.8828
3.8661,5.8316
3.8722,5.7937
3.8783,5.7961
3.8843,5.8209
3.8904,5.8344
3.8965,5.7614
3.9026,5.6686
3.9087,5.5857
3.9147,5.5752
3.9208,5.6214
3.9269,5.6791
3.9330,5.7207
3.9390,5.7358
3.9451,5.7272
3.9512,5.7848
3.9573,5.8607
3.9634,5.8995
3.9694,5.8936
3.9755,5.8495
3.9816,5.8068
3.9877,5.7490
3.9938,5.7654
3.9998,5.8793
4.0059,5.9916
4.0120,6.0613
4.0181,6.1876
4.0241,6.2252
4.0302,6.2337
4.0363,6.2631
4.0424,6.2753
4.0485,6.3274
4.0545,6.3882
4.0606,6.4179
4.0667,6.4291
4.0728,6.3722
4.0789,6.2395
4.0849,6.1054
4.0910,6.0102
4.0971,5.9805
4.1032,5.9031
4.1093,5.8202
4.1153,5.7527
4.1214,5.7544
4.1275,5.7688
4.1336,5.7786
4.1396,5.7883
4.1457,5.7388
4.1518,5.7063
4.1579,5.7149
4.1640,5.7103
4.1700,5.7422
4.1761,5.7598
4.1822,5.7602
4.1883,5.7742
4.1944,5.7943
4.2004,5.7717
4.2065,5.8000
4.2126,5.8640
4.2187,5.8658
4.2247,5.9074
4.2308,5.9731
4.2369,6.0148
4.2430,6.0355
4.2491,6.0073
4.2551,5.9444
4.2612,5.9083
4.2673,5.8919
4.2734,5.9496
4.2795,6.0322
4.2855,6.0651
4.2916,6.1096
4.2977,6.2140
4.3038,6.3551
4.3099,6.4184
4.3159,6.3923
4.3220,6.3141
4.3281,6.3596
4.3342,6.4152
4.3402,6.3847
4.3463,6.3894
4.3524,6.3777
4.3585,6.3700
4.3646,6.2892
4.3706,6.2328
4.3767,6.2300
4.3828,6.2445
4.3889,6.2849
4.3950,6.3876
4.4010,6.5774
4.4071,6.7362
4.4132,6.6427
4.4193,6.4052
4.4253,6.2258
4.4314,6.1882
4.4375,6.1779
4.4436,6.1135
4.4497,6.0884
4.4557,6.0772
4.4618,6.0899
4.4679,6.1919
4.4740,6.3703
4.4801,6.4875
4.4861,6.5203
4.4922,6.4763
4.4983,6.3183
4.5044,6.2150
4.5105,6.1656
4.5165,6.1963
4.5226,6.1972
4.5287,6.1842
4.5348,6.1701
4.5408,6.1192
4.5469,6.1475
4.5530,6.1663
4.5591,6.2303
4.5652,6.3036
4.5712,6.3441
4.5773,6.3334
4.5834,6.3868
4.5895,6.4417
4.5956,6.4571
4.6016,6.4526
4.6077,6.4826
4.6138,6.4604
4.6199,6.4534
4.6259,6.3852
4.6320,6.3197
4.6381,6.3073
4.6442,6.2986
4.6503,6.2948
4.6563,6.3322
4.6624,6.3063
4.6685,6.2488
4.6746,6.1894
4.6807,6.1576
4.6867,6.1346
4.6928,6.1826
4.6989,6.1714
4.7050,6.1928
4.7111,6.2035
4.7171,6.2145
4.7232,6.2414
4.7293,6.1823
4.7354,6.0874
4.7414,6.0872
4.7475,6.1190
4.7536,6.1641
4.7597,6.2068
4.7658,6.1920
4.7718,6.1422
4.7779,6.1242
4.7840,6.1529
4.7901,6.1842
4.7962,6.1856
4.8022,6.1706
4.8083,6.1508
4.8144,6.1791
4.8205,6.2237
4.8265,6.1998
4.8326,6.1640
4.8387,6.1371
4.8448,6.1358
4.8509,6.1070
4.8569,6.0837
4.8630,6.0451
4.8691,6.0083
4.8752,6.0321
4.8813,6.1293
4.8873,6.1650
4.8934,6.1693
4.8995,6.1320
4.9056,6.1117
4.9116,6.0700
4.9177,6.0665
4.9238,6.1371
4.9299,6.1953
4.9360,6.2139
4.9420,6.1945
4.9481,6.1313
4.9542,6.0360
4.9603,6.0110
4.9664,6.0459
4.9724,6.0848
4.9785,6.1657
4.9846,6.2346
4.9907,6.3138
4.9968,6.3236
5.0028,6.3521
5.0089,6.3735
5.0150,6.3941
5.0211,6.3508
5.0271,6.3382
5.0332,6.3270
5.0393,6.3302
5.0454,6.3436
5.0515,6.3494
5.0575,6.3816
5.0636,6.3661
5.0697,6.3495
5.0758,6.4149
5.0819,6.3969
5.0879,6.4019
5.0940,6.4181
5.1001,6.4193
5.1062,6.4255
5.1122,6.4269
5.1183,6.4300
5.1244,6.4435
5.1305,6.4716
5.1366,6.5032
5.1426,6.4268
5.1487,6.4351
5.1548,6.4108
5.1609,6.4474
5.1670,6.4947
5.1730,6.5106
5.1791,6.5098
5.1852,6.5169
5.1913,6.5219
5.1974,6.5481
5.2034,6.5476
5.2095,6.6114
5.2156,6.6347
5.2217,6.7009
5.2277,6.7531
5.2338,6.7622
5.2399,6.7156
5.2460,6.6825
5.2521,6.6924
5.2581,6.7094
5.2642,6.7057
5.2703,6.6856
5.2764,6.6524
5.2825,6.6436
5.2885,6.6652
5.2946,6.6927
5.3007,6.7251
5.3068,6.7449
5.3128,6.7390
5.3189,6.7303
5.3250,6.7016
5.3311,6.6913
5.3372,6.6810
5.3432,6.6373
5.3493,6.7062
5.3554,6.7132
5.3615,6.6749
5.3676,6.6713
5.3736,6.6225
5.3797,6.6709
5.3858,6.7021
5.3919,6.6734
5.3980,6.6758
5.4040,6.6932
5.4101,6.7251
5.4162,6.7216
5.4223,6.7445
5.4283,6.7638
5.4344,6.7621
5.4405,6.7345
5.4466,6.6867
5.4527,6.6611
5.4587,6.7337
5.4648,6.8843
5.4709,6.9111
5.4770,6.8210
5.4831,6.7873
5.4891,6.8358
5.4952,6.8224
5.5013,6.8495
5.5074,6.8163
5.5134,6.8006
5.5195,6.8456
5.5256,6.8291
5.5317,6.8434
5.5378,6.8901
5.5438,6.8810
5.5499,6.9138
5.5560,6.9830
5.5621,7.0094
5.5682,7.0004
5.5742,6.9639
5.5803,6.9758
5.5864,7.0060
5.5925,7.0081
5.5986,7.0039
5.6046,6.9799
5.6107,6.9604
5.6168,7.0197
5.6229,7.0209
5.6289,6.9959
5.6350,6.9754
5.6411,7.0014
5.6472,6.9797
5.6533,6.9971
5.6593,6.9865
5.6654,6.9980
5.6715,7.0129
5.6776,6.9733
5.6837,6.8998
5.6897,6.9068
5.6958,6.9561
5.7019,6.9578
5.7080,6.9473
5.7140,6.9444
5.7201,6.9004
5.7262,6.9055
5.7323,6.9536
5.7384,6.9268
5.7444,6.8987
5.7505,6.9158
5.7566,6.9647
5.7627,7.0285
5.7688,7.0423
5.7748,7.0125
5.7809,6.9966
5.7870,6.9595
5.7931,6.9116
5.7992,6.9061
5.8052,6.9198
5.8113,6.9015
5.8174,6.8768
5.8235,6.9168
5.8295,6.9158
5.8356,7.0001
5.8417,7.0745
5.8478,7.0866
5.8539,7.0868
5.8599,7.0717
5.8660,7.1036
5.8721,7.0728
5.8782,7.0047
5.8843,6.9329
5.8903,6.9075
5.8964,6.9074
5.9025,6.9032
5.9086,6.9597
5.9146,7.0375
5.9207,7.0951
5.9268,7.1977
5.9329,7.2483
5.9390,7.3324
5.9450,7.3365
5.9511,7.3663
5.9572,7.3406
5.9633,7.3633
5.9694,7.3566
5.9754,7.3880
5.9815,7.4196
5.9876,7.4655
5.9937,7.4413
5.9998,7.4416
6.0058,7.4737
6.0119,7.4902
6.0180,7.4751
6.0241,7.4906
6.0301,7.5448
6.0362,7.5520
6.0423,7.5485
6.0484,7.6127
6.0545,7.6940
6.0605,7.7346
6.0666,7.7795
6.0727,7.8623
6.0788,7.8528
6.0849,7.8743
6.0909,7.9493
6.0970,8.0752
6.1031,8.2030
6.1092,8.2520
6.1152,8.2569
6.1213,8.2445
6.1274,8.2191
6.1335,8.2459
6.1396,8.1742
6.1456,8.1034
6.1517,8.0433
6.1578,8.0056
6.1639,7.9752
6.1700,7.9586
6.1760,7.9294
6.1821,7.9337
6.1882,7.9698
6.1943,7.9844
6.2004,8.0221
6.2064,8.0251
6.2125,7.9620
6.2186,7.9266
6.2247,7.9128
6.2307,7.8914
6.2368,7.8863
6.2429,7.9812
6.2490,8.0135
6.2551,8.0330
6.2611,8.0157
6.2672,8.0209
6.2733,8.0086
6.2794,8.0282
6.2855,8.0419
6.2915,8.0699
6.2976,8.1003
6.3037,8.1088
6.3098,8.1084
6.3158,8.1024
6.3219,8.0719
6.3280,8.0100
6.3341,7.9870
6.3402,8.0041
6.3462,7.9509
6.3523,7.9217
6.3584,7.9732
6.3645,8.0342
6.3706,8.0965
6.3766,8.1427
6.3827,8.2802
6.3888,8.3424
6.3949,8.3618
6.4009,8.3692
6.4070,8.3660
6.4131,8.3960
6.4192,8.4496
6.4253,8.5705
6.4313,8.7624
6.4374,9.0406
6.4435,9.2036
6.4496,9.2958
6.4557,9.3127
6.4617,9.2260
6.4678,9.0260
6.4739,8.7490
6.4800,8.4762
6.4861,8.2772
6.4921,8.1084
6.4982,7.9178
6.5043,7.7053
6.5104,7.5547
6.5164,7.4029
6.5225,7.3153
6.5286,7.2393
6.5347,7.1998
6.5408,7.1018
6.5468,6.9870
6.5529,6.9149
6.5590,6.9322
6.5651,6.8790
6.5712,6.8475
6.5772,6.8748
6.5833,6.9297
6.5894,6.9909
6.5955,6.9556
6.6015,6.8962
6.6076,6.7975
6.6137,6.7849
6.6198,6.8410
6.6259,6.9562
6.6319,6.9904
6.6380,7.0114
6.6441,7.0613
6.6502,7.0762
6.6563,7.1091
6.6623,7.2133
6.6684,7.3807
6.6745,7.5125
6.6806,7.5721
6.6867,7.5583
6.6927,7.5090
6.6988,7.4569
6.7049,7.4593
6.7110,7.4422
6.7170,7.5210
6.7231,7.6197
6.7292,7.6608
6.7353,7.6476
6.7414,7.6388
6.7474,7.6116
6.7535,7.6606
6.7596,7.6957
6.7657,7.6640
6.7718,7.6635
6.7778,7.6539
6.7839,7.6425
6.7900,7.6500
6.7961,7.6568
6.8021,7.6893
6.8082,7.6810
6.8143,7.6392
6.8204,7.5688
6.8265,7.4556
6.8325,7.3648
6.8386,7.3139
6.8447,7.2896
6.8508,7.2183
6.8569,7.1740
6.8629,7.1664
6.8690,7.1525
6.8751,7.2302
6.8812,7.2914
6.8873,7.3142
6.8933,7.3271
6.8994,7.3338
6.9055,7.3862
6.9116,7.4593
6.9176,7.5061
6.9237,7.5543
6.9298,7.5655
6.9359,7.5643
6.9420,7.6801
6.9480,7.7420
6.9541,7.7247
6.9602,7.6273
6.9663,7.5181
6.9724,7.4033
6.9784,7.3260
6.9845,7.2468
6.9906,7.1187
6.9967,7.0430
7.0027,6.9835
7.0088,6.9798
7.0149,6.9466
7.0210,6.9230
7.0271,6.9571
7.0331,6.9682
7.0392,6.9563
7.0453,6.8751
7.0514,6.8238
7.0575,6.8004
7.0635,6.7669
7.0696,6.7460
7.0757,6.7658
7.0818,6.7240
7.0879,6.7219
7.0939,6.7769
7.1000,6.7507
7.1061,6.7383
7.1122,6.7444
7.1182,6.7261
7.1243,6.7293
7.1304,6.7223
7.1365,6.7528
7.1426,6.8423
7.1486,6.8626
7.1547,6.8510
7.1608,6.8580
7.1669,6.8445
7.1730,6.8535
7.1790,6.8466
7.1851,6.8781
7.1912,6.8657
7.1973,6.8865
7.2033,6.9553
7.2094,7.0176
7.2155,7.0417
7.2216,7.0581
7.2277,7.1082
7.2337,7.1823
7.2398,7.2761
7.2459,7.3568
7.2520,7.4096
7.2581,7.4554
7.2641,7.4272
7.2702,7.4130
7.2763,7.3952
7.2824,7.4513
7.2885,7.4861
7.2945,7.5280
7.3006,7.5114
7.3067,7.5357
7.3128,7.5882
7.3188,7.6334
7.3249,7.6893
7.3310,7.7445
7.3371,7.8206
7.3432,7.9046
7.3492,7.9614
7.3553,7.9874
7.3614,7.9833
7.3675,7.9678
7.3736,7.9381
7.3796,7.8929
7.3857,7.8249
7.3918,7.7702
7.3979,7.7682
7.4039,7.7619
7.4100,7.7905
7.4161,7.8009
7.4222,7.7461
7.4283,7.7178
7.4343,7.7318
7.4404,7.7647
7.4465,7.7418
7.4526,7.7177
7.4587,7.7645
7.4647,7.7525
7.4708,7.7147
7.4769,7.7233
7.4830,7.7043
7.4891,7.7107
7.4951,7.8075
7.5012,7.8736
7.5073,7.9025
7.5134,7.8908
7.5194,7.8751
7.5255,7.8163
7.5316,7.7219
7.5377,7.6503
7.5438,7.6574
7.5498,7.6966
7.5559,7.7923
7.5620,7.8510
7.5681,7.8462
7.5742,7.8370
7.5802,7.8063
7.5863,7.7680
7.5924,7.7784
7.5985,7.8022
7.6045,7.8437
7.6106,7.8297
7.6167,7.8194
7.6228,7.8242
7.6289,7.8523
7.6349,7.9418
7.6410,7.9968
7.6471,8.0577
7.6532,8.1198
7.6593,8.1748
7.6653,8.2238
7.6714,8.2325
7.6775,8.3074
7.6836,8.4077
7.6897,8.4624
7.6957,8.5271
7.7018,8.6624
7.7079,8.7885
7.7140,8.8435
7.7200,8.8183
7.7261,8.7428
7.7322,8.6927
7.7383,8.6589
7.7444,8.6309
7.7504,8.6477
7.7565,8.6806
7.7626,8.6585
7.7687,8.6048
7.7748,8.5249
7.7808,8.4618
7.7869,8.4214
7.7930,8.4414
7.7991,8.4799
7.8051,8.4597
7.8112,8.4865
7.8173,8.5120
7.8234,8.5177
7.8295,8.5141
7.8355,8.4731
7.8416,8.3098
7.8477,8.1286
7.8538,7.9636
7.8599,7.8452
7.8659,7.8017
7.8720,7.7410
7.8781,7.6811
7.8842,7.6844
7.8902,7.7033
7.8963,7.7204
7.9024,7.6931
7.9085,7.6186
7.9146,7.5574
7.9206,7.5483
7.9267,7.5580
7.9328,7.5810
7.9389,7.6706
7.9450,7.7736
7.9510,7.8369
7.9571,7.8811
7.9632,8.0133
7.9693,8.1041
7.9754,8.1973
7.9814,8.2070
7.9875,8.1910
7.9936,8.2092
7.9997,8.2314
8.0057,8.2583
8.0118,8.2724
8.0179,8.2469
8.0240,8.2540
8.0301,8.2034
8.0361,8.1136
8.0422,8.0493
8.0483,7.9470
8.0544,7.8865
8.0605,7.8076
8.0665,7.7453
8.0726,7.6228
8.0787,7.4596
8.0848,7.3830
8.0908,7.3342
8.0969,7.3514
8.1030,7.3297
8.1091,7.3058
8.1152,7.2994
8.1212,7.2701
8.1273,7.2708
8.1334,7.2593
8.1395,7.2265
8.1456,7.2885
8.1516,7.3259
8.1577,7.3876
8.1638,7.4164
8.1699,7.3953
8.1760,7.3937
8.1820,7.4085
8.1881,7.4370
8.1942,7.4135
8.2003,7.3765
8.2063,7.4469
8.2124,7.4882
8.2185,7.4879
8.2246,7.5235
8.2307,7.5610
8.2367,7.5617
8.2428,7.5946
8.2489,7.6461
8.2550,7.6588
8.2611,7.6923
8.2671,7.6735
8.2732,7.6409
8.2793,7.6109
8.2854,7.6391
8.2914,7.6723
8.2975,7.6717
8.3036,7.7015
8.3097,7.7455
8.3158,7.7518
8.3218,7.8276
8.3279,7.9074
8.3340,7.9383
8.3401,7.9475
8.3462,8.0092
8.3522,8.0316
8.3583,8.0796
8.3644,8.1106
8.3705,8.0972
8.3766,8.0947
8.3826,8.0843
8.3887,8.0639
8.3948,8.0108
8.4009,7.9464
8.4069,7.8755
8.4130,7.7871
8.4191,7.6987
8.4252,7.6409
8.4313,7.5614
8.4373,7.5283
8.4434,7.5201
8.4495,7.5028
8.4556,7.4873
8.4617,7.5317
8.4677,7.5741
8.4738,7.6231
8.4799,7.6566
